District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Kota,7.449002642,1.578783685,33.7543639,23.27215514,44.86028483,Mango,11352.79516,10489.26951,Alkaline-Tube Well
Hanumangarh,7.511315426,1.297218473,25.07503437,20.99340005,39.60466329,Citrus,13144.77643,13109.02333,Chalky (Calcareous)-Sprinkler Irrigation
Kota,6.913060018,1.901031136,40.33953169,10.84158876,34.74345044,Barley,10224.14388,9446.362425,Sandy-Drip Irrigation
Nagaur,7.793631207,1.897186073,30.41416285,16.3591405,48.74068535,Barley,7677.250652,7183.275594,Nitrogenous-Tube Well
Sri Ganganagar,7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Tomato,6944.652112,6362.671194,Chalky (Calcareous)-Tube Well
Sri Ganganagar,8.116703038,1.996155502,28.06062109,26.53036102,37.5421903,Mango,6794.217285,5950.658344,Black lava soil-Sprinkler Irrigation
Jodhpur,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Citrus,7095.432379,6537.828541,Loamy-Tube Well
Kota,7.483976253,2.016762351,18.9120446,14.15911086,34.5156246,Bajra,14997.40128,15147.21472,Loamy-Tube Well
Nagaur,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Pulses,15740.43146,16343.54738,Sandy-Sprinkler Irrigation
Bhilwara,7.689702699,2.345236343,31.32808497,23.28881588,39.65233857,Opium,6223.621395,6686.207761,Sandy-Drip Irrigation
Ajmer,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Onion,15794.36488,16493.14471,Clay-Sprinkler Irrigation
Jodhpur,7.282105135,1.579275243,27.61080075,19.77696734,46.71090066,Oilseeds,9562.572362,9997.177779,Nitrogenous-Sprinkler Irrigation
Jaipur,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Cotton,7114.826905,7868.924371,Sandy-Tube Well
Udaipur,6.628526235,1.696215604,37.84091215,27.23898209,44.69320011,Fenugreek,10413.52151,9886.285296,Alkaline-Drip Irrigation
Bhilwara,7.194307376,1.953527897,28.80249039,25.58416888,40.93208085,Sugarcane,6831.659051,6094.801114,Alkaline-Sprinkler Irrigation
Jaipur,7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Garlic,7315.642423,7112.696498,Chalky (Calcareous)-Tube Well
Jaipur,6.97990314,2.972597537,20.89456965,17.01166158,41.85105945,Pomegranate,12430.00092,12472.01201,Alkaline-Tube Well
Udaipur,7.313662208,1.878650626,20.54994914,17.72602641,34.80096734,Garlic,6549.114929,5607.100301,Alkaline-Tube Well
Kota,6.991207611,2.430091319,34.05130022,14.22274103,43.62540522,Coriander,8748.637486,8843.320705,Clay-Drip Irrigation
Kota,7.657064748,1.841958519,31.57169342,22.19575067,44.16589716,Onion,7674.505236,6978.803847,Nitrogenous-Sprinkler Irrigation
Nagaur,7.016649055,1.601967931,30.51458695,8.42977967,48.36720943,Tomato,15011.75612,16011.39834,Nitrogenous-Canal Irrigation
Jodhpur,7.409248419,0.911467477,30.89238332,27.14428854,32.62933934,Cotton,10648.63544,11361.25292,Sandy-Sprinkler Irrigation
Nagaur,8.199743213,1.685672847,28.61243191,14.81845376,38.98269429,Sugarcane,16502.99341,16317.00712,Alkaline-Drip Irrigation
Jaipur,7.19716,1.983978815,24.09513758,14.24159445,50.55648167,Maize,14425.02599,14786.13469,Sandy-Drip Irrigation
Kota,7.392106437,1.411119271,37.34892129,16.88864889,30.79866808,Chilli,10096.85948,9846.919244,Clay-Drip Irrigation
Udaipur,7.251019077,1.743732945,25.99236205,18.26406752,43.8540111,Oilseeds,6418.676335,7047.824552,Alkaline-Canal Irrigation
Udaipur,7.356046962,2.122519332,28.65024052,12.28274528,47.97088978,Pomegranate,6573.986173,7533.5584,Nitrogenous-Canal Irrigation
Nagaur,7.42483977,1.836651893,24.78711153,14.13883123,42.32184932,Bajra,10494.50334,11480.93303,Black lava soil-Canal Irrigation
Ajmer,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Fenugreek,8243.873791,9008.445906,Saline-Drip Irrigation
Jodhpur,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Tomato,16725.48244,15905.84176,Saline-Sprinkler Irrigation
Udaipur,7.363794992,2.616862139,25.97452409,20.94237881,36.71655327,Barley,8961.018206,9238.911257,Sandy-Canal Irrigation
Kota,8.528905589,1.280794417,27.4241455,19.36740552,42.19726345,Fennel,14838.99014,15294.93877,Black lava soil-Drip Irrigation
Nagaur,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Wheat,8855.178853,8711.475234,Alkaline-Canal Irrigation
Nagaur,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Fennel,10433.48021,9681.043435,Black lava soil-Canal Irrigation
Udaipur,7.455382923,1.981214678,21.34399348,27.47469114,40.20662816,Fenugreek,11920.79824,11814.65847,Sandy-Tube Well
Hanumangarh,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Sugarcane,12579.51717,11595.32163,Sandy-Canal Irrigation
Alwar,7.752867716,1.956649432,36.28809528,22.03028061,38.82537864,Fenugreek,15779.47233,16378.98245,Black lava soil-Canal Irrigation
Ajmer,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Tomato,6059.669863,5169.737135,Sandy-Canal Irrigation
Jodhpur,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Oilseeds,14182.05859,13473.10426,Loamy-Canal Irrigation
Hanumangarh,7.986811125,1.748215191,29.24692993,16.16939585,34.35968723,Cotton,10295.83897,11053.19352,Loamy-Drip Irrigation
Sri Ganganagar,7.753510136,1.971302317,23.02275748,16.4604453,38.68626626,Maize,5840.427812,6178.499028,Sandy-Drip Irrigation
Alwar,8.110410649,1.561613109,38.56020142,11.26181745,42.17385032,Cumin,7880.682859,7000.902959,Alkaline-Drip Irrigation
Udaipur,6.939234926,2.354676257,30.09729128,19.30743878,37.88054979,Guava,9389.203042,9235.061292,Nitrogenous-Canal Irrigation
Sri Ganganagar,7.405898781,1.948206573,28.93062416,24.85158101,42.0937998,Fennel,17852.60968,18489.17127,Saline-Tube Well
Hanumangarh,7.498606945,1.733454799,28.27968022,18.12732925,35.10037213,Fenugreek,8390.834978,7463.940052,Saline-Sprinkler Irrigation
Sri Ganganagar,8.141397484,2.039003709,23.46111717,18.27447952,40.22031284,Pomegranate,9672.984588,9032.140808,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,7.816830512,1.650900163,38.39337337,10.44179725,46.55583749,Barley,6952.117593,7646.851014,Chalky (Calcareous)-Sprinkler Irrigation
Sri Ganganagar,8.116703038,1.996155502,28.06062109,26.53036102,37.5421903,Mango,6794.217285,5950.658344,Black lava soil-Sprinkler Irrigation
Sri Ganganagar,7.753510136,1.971302317,23.02275748,16.4604453,38.68626626,Maize,5840.427812,6178.499028,Sandy-Drip Irrigation
Alwar,8.40071505,1.349206009,20.73490759,19.37556557,40.07848898,Gram,12913.9162,12926.58523,Alkaline-Sprinkler Irrigation
Jodhpur,7.628626711,1.827761396,26.25292007,21.6888305,37.27456385,Citrus,15326.49367,14575.44868,Loamy-Drip Irrigation
Sri Ganganagar,7.594739911,2.503721987,23.72538666,20.92355237,44.68957769,Oilseeds,10576.85049,10694.11192,Nitrogenous-Tube Well
Hanumangarh,7.507591471,1.512596712,33.22793856,20.09690619,28.39842201,Garlic,10209.99323,10742.56007,Clay-Tube Well
Jaipur,7.050986387,1.616977399,27.69366475,8.736033026,41.67984087,Mango,10908.85768,10553.70041,Alkaline-Tube Well
Sri Ganganagar,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Onion,14354.60731,13387.44388,Nitrogenous-Tube Well
Ajmer,7.682070148,2.003589233,19.56761171,20.80244812,51.0626552,Pomegranate,8947.57519,9173.131382,Saline-Drip Irrigation
Udaipur,6.522475615,1.81553028,31.06904397,15.41011948,48.65584816,Cumin,10142.64844,9881.992729,Saline-Sprinkler Irrigation
Jodhpur,8.034189667,2.302060445,41.51819376,12.60277888,46.2961662,Wheat,9738.809833,10557.48828,Saline-Sprinkler Irrigation
Kota,7.442001464,2.948943646,29.43093731,25.42611132,40.19277584,Bajra,13310.5613,12879.77876,Chalky (Calcareous)-Sprinkler Irrigation
Bhilwara,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Mustard,9518.420014,8853.952091,Loamy-Canal Irrigation
Nagaur,6.865334752,2.851257329,31.01164398,28.1592845,36.33483502,Coriander,13006.8102,12394.84136,Sandy-Drip Irrigation
Alwar,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Opium,13325.86492,13287.70993,Clay-Sprinkler Irrigation
Jodhpur,8.100265829,2.070179935,20.16465148,14.41406769,39.07077124,Coriander,6137.653356,5892.444419,Sandy-Drip Irrigation
Ajmer,6.184634932,2.194187865,29.52587884,17.42608663,41.21765102,Cotton,7931.240743,7730.83724,Saline-Canal Irrigation
Hanumangarh,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Tomato,7756.20982,6761.103169,Black lava soil-Sprinkler Irrigation
Nagaur,7.517013706,2.055686301,29.10453357,21.97909891,43.46427878,Cumin,7440.109287,7803.142863,Alkaline-Tube Well
Kota,7.182229451,2.104161254,31.80184358,15.44677456,46.35532663,Cumin,12124.62296,11550.14433,Black lava soil-Tube Well
Sri Ganganagar,7.389231701,1.411518944,39.10271954,17.16802704,44.15808393,Cotton,10527.8131,10511.25667,Nitrogenous-Sprinkler Irrigation
Jodhpur,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Pulses,11188.18907,11450.85822,Saline-Canal Irrigation
Udaipur,7.00606333,1.576574517,36.24809453,23.89674502,39.8049024,Fennel,5720.462586,6009.612379,Black lava soil-Drip Irrigation
Sri Ganganagar,7.240301814,1.829546061,32.14158346,20.38578248,37.03094296,Oilseeds,8321.910312,8264.601041,Chalky (Calcareous)-Canal Irrigation
Hanumangarh,6.90551829,1.975059923,24.76939457,22.36703708,41.45473682,Pomegranate,10332.60811,10327.70643,Black lava soil-Sprinkler Irrigation
Alwar,7.595788698,2.253120495,37.2365285,22.84051603,34.75172251,Fennel,11917.2482,11696.38075,Clay-Sprinkler Irrigation
Bhilwara,7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Mango,7151.9936,6520.482624,Chalky (Calcareous)-Tube Well
Udaipur,8.340746229,1.558065552,30.73649,16.59752976,43.0747232,Tomato,6536.015734,5593.828609,Saline-Tube Well
Alwar,8.527096921,2.07391037,22.9186557,16.78611809,37.70561577,Oilseeds,14257.65671,14629.68053,Saline-Sprinkler Irrigation
Alwar,7.285840871,1.994767435,24.32914427,25.14590218,31.02928244,Mango,9255.737043,8560.526967,Loamy-Canal Irrigation
Kota,8.44421847,1.917879007,33.48793485,15.81954165,41.54004951,Pomegranate,8971.757271,9468.350445,Saline-Drip Irrigation
Kota,7.636505359,0.962679981,29.54021609,20.08012641,43.97300191,Tomato,9035.197687,8186.974572,Black lava soil-Sprinkler Irrigation
Jodhpur,7.411943783,2.041493709,29.34537097,25.64119892,35.62078797,Chilli,11453.42947,10633.92704,Loamy-Canal Irrigation
Kota,7.092565926,1.261868728,39.02787216,16.83363648,39.51619948,Onion,12363.4764,13285.95385,Loamy-Sprinkler Irrigation
Bhilwara,7.874872738,0.992549384,31.67163527,18.55009323,35.80749692,Cotton,8645.003669,7681.135924,Sandy-Sprinkler Irrigation
Ajmer,7.534185783,1.126766637,31.65823834,14.76421216,48.55514405,Fennel,12349.41084,13170.18887,Chalky (Calcareous)-Canal Irrigation
Nagaur,6.792366404,2.109267021,35.04735894,15.77529281,32.5049202,Oilseeds,12962.27562,12468.9471,Nitrogenous-Drip Irrigation
Hanumangarh,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Gram,13269.83042,12433.77781,Alkaline-Sprinkler Irrigation
Alwar,7.752867716,1.956649432,36.28809528,22.03028061,38.82537864,Fenugreek,15779.47233,16378.98245,Black lava soil-Canal Irrigation
Ajmer,6.458950648,2.276574578,27.25899851,29.61722897,36.12692515,Wheat,8806.521619,8075.985966,Black lava soil-Tube Well
Hanumangarh,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Oilseeds,10711.27186,10558.77678,Nitrogenous-Sprinkler Irrigation
Bhilwara,6.798566921,1.945930505,35.5605031,23.42645042,47.01004663,Tomato,11035.28739,11598.59219,Alkaline-Drip Irrigation
Nagaur,7.632145105,2.656891088,29.9226418,15.66012289,38.93203379,Tomato,14120.94708,13269.88507,Black lava soil-Sprinkler Irrigation
Alwar,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Pulses,9014.602706,8966.312015,Black lava soil-Sprinkler Irrigation
Jodhpur,6.828936126,1.317087922,29.25515345,22.51392213,48.98180411,Barley,10110.53999,10754.21731,Black lava soil-Sprinkler Irrigation
Hanumangarh,6.881932102,2.62716918,33.65500313,22.69217479,43.57867121,Bajra,8975.988385,9476.698683,Loamy-Sprinkler Irrigation
Jodhpur,7.503136578,1.234232342,35.75133698,18.9735799,45.59274972,Fenugreek,10183.38735,9587.25086,Sandy-Tube Well
Kota,5.914787132,2.10530042,27.5576196,27.96334999,40.09672035,Oilseeds,9369.466939,9695.742296,Nitrogenous-Canal Irrigation
Jodhpur,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Chilli,9909.75294,10431.30299,Nitrogenous-Canal Irrigation
Ajmer,8.188590468,2.510018253,28.18434177,24.27201001,41.70607921,Citrus,8098.752696,8638.194989,Loamy-Sprinkler Irrigation
Hanumangarh,7.625736804,1.902865434,26.2210425,25.24353563,48.27703557,Pulses,6437.159656,6909.587517,Black lava soil-Tube Well
Ajmer,8.018151446,1.702232532,34.50266539,28.49717992,37.99102487,Bajra,8318.884321,8775.857827,Nitrogenous-Canal Irrigation
Jodhpur,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Tomato,10046.85234,10957.2554,Sandy-Tube Well
Ajmer,7.658726631,1.833569798,29.53306571,17.35333944,32.42764845,Bajra,11392.33063,10973.48962,Loamy-Sprinkler Irrigation
Udaipur,7.733272656,2.673112878,32.61125318,19.51042377,51.3621736,Gram,8211.862079,8978.666709,Black lava soil-Drip Irrigation
Jodhpur,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Tomato,10046.85234,10957.2554,Sandy-Tube Well
Alwar,7.75943559,2.247902511,30.00809516,22.07386445,48.02169554,Onion,11808.79736,11789.90479,Clay-Drip Irrigation
Nagaur,6.865000701,2.334420065,33.35972304,21.92101036,35.02785739,Pulses,9784.725643,8873.174034,Sandy-Drip Irrigation
Kota,7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Onion,9516.809647,9391.520685,Chalky (Calcareous)-Drip Irrigation
Udaipur,8.409030961,2.387577747,32.76520043,21.17012227,38.75735691,Maize,15589.49965,14763.18527,Loamy-Drip Irrigation
Alwar,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Tomato,10189.05345,9939.347221,Clay-Canal Irrigation
Alwar,6.910270168,2.7175437,28.26348856,27.26637738,39.6088467,Cumin,9154.015304,8641.397426,Saline-Tube Well
Alwar,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Fenugreek,13261.73045,13985.77701,Black lava soil-Tube Well
Alwar,7.556570229,1.818441669,19.9627157,18.05826531,38.47190444,Opium,5800.331231,6665.005919,Sandy-Drip Irrigation
Bhilwara,8.291058376,1.800267255,30.64593737,19.6836302,36.70125679,Barley,7095.852075,6555.573166,Black lava soil-Sprinkler Irrigation
Kota,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Opium,7811.48675,8738.673825,Nitrogenous-Sprinkler Irrigation
Jodhpur,7.411943783,2.041493709,29.34537097,25.64119892,35.62078797,Chilli,11453.42947,10633.92704,Loamy-Canal Irrigation
Alwar,7.285840871,1.994767435,24.32914427,25.14590218,31.02928244,Mango,9255.737043,8560.526967,Loamy-Canal Irrigation
Kota,6.022875529,1.679136428,26.87041991,15.10872531,40.61121502,Citrus,13924.5074,13887.81076,Clay-Canal Irrigation
Ajmer,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Cotton,12929.81152,13807.35119,Loamy-Tube Well
Jodhpur,8.637912714,1.573887679,32.59050851,17.35399495,35.65356507,Mustard,11680.43606,12195.10413,Sandy-Drip Irrigation
Bhilwara,8.399240044,2.276452614,25.31703997,25.53115779,41.00349347,Chilli,11143.4988,10342.08728,Chalky (Calcareous)-Tube Well
Nagaur,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Cotton,8243.694955,8000.731989,Nitrogenous-Sprinkler Irrigation
Udaipur,7.259676029,3.269690811,29.80052808,12.97880217,39.32909895,Onion,10453.94558,10588.4489,Clay-Tube Well
Udaipur,7.356046962,2.122519332,28.65024052,12.28274528,47.97088978,Pomegranate,6573.986173,7533.5584,Nitrogenous-Canal Irrigation
Jaipur,7.536437049,2.036598496,29.24878506,25.95853749,39.5814102,Bajra,11789.09249,12462.09477,Alkaline-Tube Well
Bhilwara,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Fenugreek,10637.32123,10808.457,Saline-Canal Irrigation
Jaipur,6.86288394,2.524241326,32.43887411,16.32883339,39.29235181,Opium,9156.962291,9449.165306,Sandy-Sprinkler Irrigation
Udaipur,7.186289633,2.614428275,32.30539016,21.25314116,44.04285503,Mustard,12202.81956,12761.84085,Nitrogenous-Drip Irrigation
Hanumangarh,7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Fennel,12894.04065,13842.29579,Chalky (Calcareous)-Sprinkler Irrigation
Ajmer,7.904556395,1.575139539,27.58508037,22.65341562,36.68281921,Cotton,9473.580498,9582.590408,Chalky (Calcareous)-Sprinkler Irrigation
Hanumangarh,7.721158434,1.624635196,24.24001226,20.54541485,41.92985046,Onion,9035.954475,9627.257974,Chalky (Calcareous)-Tube Well
Jodhpur,8.111968172,1.214290001,25.33814378,8.571113778,36.08704319,Oilseeds,8666.711731,9336.208465,Clay-Sprinkler Irrigation
Nagaur,8.168484537,1.95887315,31.53225431,17.81131339,40.90994941,Citrus,12695.00031,12305.32824,Black lava soil-Drip Irrigation
Udaipur,8.314234277,1.857807675,37.95291036,23.39465645,39.31502255,Guava,9063.443426,9251.197724,Alkaline-Sprinkler Irrigation
Alwar,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Tomato,10189.05345,9939.347221,Clay-Canal Irrigation
Udaipur,7.325921302,1.962536722,28.15690317,24.03523208,45.59843889,Citrus,7995.988967,8715.285788,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Fenugreek,12237.94364,11518.68503,Loamy-Sprinkler Irrigation
Udaipur,6.379042033,2.102727844,26.12196698,15.99832297,37.50506372,Oilseeds,10391.87911,11177.25452,Nitrogenous-Sprinkler Irrigation
Hanumangarh,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Wheat,6487.90918,6880.542595,Sandy-Drip Irrigation
Ajmer,7.304061617,1.491117845,24.86298224,18.13365877,43.22259246,Fennel,17321.24409,16725.66587,Black lava soil-Canal Irrigation
Jodhpur,6.31078417,2.096325766,31.82697121,19.80418942,36.72733215,Oilseeds,6687.487543,7170.380509,Chalky (Calcareous)-Canal Irrigation
Ajmer,7.087083613,2.92319796,39.66679874,21.28375399,39.94242456,Pulses,7193.092735,6268.906166,Sandy-Tube Well
Alwar,6.782045238,1.342092092,31.40504625,9.337021869,45.06318705,Chilli,9235.754331,8996.96835,Sandy-Sprinkler Irrigation
Hanumangarh,7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Fennel,12894.04065,13842.29579,Chalky (Calcareous)-Sprinkler Irrigation
Jodhpur,7.244118221,0.947625247,40.21088955,20.776625,41.99073633,Tomato,8153.305462,8270.279395,Clay-Tube Well
Ajmer,7.65098045,1.726296239,39.3430161,20.1740377,35.98900296,Onion,11618.40525,11633.67714,Black lava soil-Canal Irrigation
Udaipur,7.384349529,1.711790212,37.35517345,16.5025239,34.81466963,Mustard,8888.025672,9403.125844,Nitrogenous-Drip Irrigation
Kota,8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Pulses,10097.40363,10012.82923,Chalky (Calcareous)-Sprinkler Irrigation
Jaipur,6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Coriander,11830.99277,12597.19664,Chalky (Calcareous)-Canal Irrigation
Alwar,6.298165699,2.696227971,33.36146704,12.49761725,32.60611438,Onion,9945.804199,10823.73315,Nitrogenous-Drip Irrigation
Nagaur,6.187591472,3.274504854,32.65513047,20.74438402,45.90783858,Opium,11996.21101,12517.98282,Clay-Sprinkler Irrigation
Jaipur,6.807006029,2.252794621,37.44556554,31.35724873,37.97801288,Wheat,7489.464053,8236.964475,Loamy-Canal Irrigation
Kota,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Cumin,15088.2259,16048.32005,Alkaline-Drip Irrigation
Hanumangarh,7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Fennel,12894.04065,13842.29579,Chalky (Calcareous)-Sprinkler Irrigation
Alwar,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Tomato,10189.05345,9939.347221,Clay-Canal Irrigation
Hanumangarh,7.624774095,1.408471908,28.73618372,25.1470655,43.98350964,Gram,11668.9426,11732.2647,Nitrogenous-Drip Irrigation
Jaipur,7.025523586,1.546548563,18.24772074,28.36434101,35.68010075,Mango,9686.704406,9395.307773,Loamy-Sprinkler Irrigation
Jaipur,6.756069148,1.437406949,31.94409455,14.13063337,45.56317153,Coriander,13433.46699,13021.83248,Saline-Sprinkler Irrigation
